DIGIKEY,1276-1026-1-ND,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:CAPACITOR-NP_:SMD-2012-0805_CERAMIC-1UF,remote+pwr+ftdi+gim+lcd+IMU.sch-C1
DIGIKEY,1722-1241-ND,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:ROTARY-ENCODER-W/BUTTON:-BOURNS-PEC12R-4217F,remote+pwr+ftdi+gim+lcd+IMU.sch-E1
DIGIKEY,445-1418-1-ND,5,5,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:CAPACITOR-NP_:SMD-2012-0805_CERAMIC-0.1UF,remote+pwr+ftdi+gim+lcd+IMU.sch-C20_C9_C8_C23_C19
DIGIKEY,445-5984-1-ND,4,4,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:CAPACITOR-NP_:SMD-2012-0805_CERAMIC-10UF,remote+pwr+ftdi+gim+lcd+IMU.sch-C26_C7_C6_C5
DIGIKEY,A100106-ND,2,2,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:FRSKY-GIMBAL:-FRYSKY,remote+pwr+ftdi+gim+lcd+IMU.sch-J2_J3
DIGIKEY,EG5350CT-ND,7,7,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:PUSHBUTTON_:-4.5X4.5,remote+pwr+ftdi+gim+lcd+IMU.sch-B4_B5_B6_B7_B8_B9_B10
DIGIKEY,YAG3776CT-ND ,2,2,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:RESISTOR_:SMD-2012-0805-2.2K,remote+pwr+ftdi+gim+lcd+IMU.sch-R7_R2
DIGIKEY,311-10KARCT-ND,2,2,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:RESISTOR_:SMD-2012-0805-10K,remote+pwr+ftdi+gim+lcd+IMU.sch-R11_R6
DIGIKEY,568-5300-1-ND,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:DPDT-X2:,remote+pwr+ftdi+gim+lcd+IMU.sch-U5
DIGIKEY,609-4613-1-ND ,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:USB:-MICROA-AMPHENOL-10118192-0001LF,remote+pwr+ftdi+gim+lcd+IMU.sch-J1
DIGIKEY,YAG3695CT-ND,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:RESISTOR_:SMD-2012-0805-15K,remote+pwr+ftdi+gim+lcd+IMU.sch-R4
DIGIKEY,311-510ARCT-ND,8,8,remote+pwr+ftdi+gim+lcd+IMU.sch,quadparts_prebuilt:RESISTOR_:SMD-2012-0805-510,remote+pwr+ftdi+gim+lcd+IMU.sch-R1_R16_R17_R14_R15_R13_R18_R3
DIGIKEY,768-1007-1-ND ,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:FT232RL:SSOP,remote+pwr+ftdi+gim+lcd+IMU.sch-U3
DIGIKEY,S7008-ND  ,1,1,remote+pwr+ftdi+gim+lcd+IMU.sch,RemoteParts:SPARKFUN_SERLCD_SERIAL_REDUCED:,remote+pwr+ftdi+gim+lcd+IMU.sch-L1
